text,label
"if you're a fan of the late gram parsons then this movie is definitely going to divide you! part comedy, part road movie, but mostly a bad fictionalization of one of rock history's oddest tales. spoilers-- basically the story concerns a well-known roadie named phil kaufman (played by johnny knoxville) who ""supposedly"" made a pact with cult rock/country/folk music hero gram parsons that stated when one of them died first (it didn't matter which one it was) that the other living one was to take the deceased out to the desert, joshua tree national park in california to be exact, and set the body ablaze...so as to free the spirit and become one with the earth, and so on! sure to keep his word the barely sober kaufman, with the assistance of a self-hating, pot-headed buddy, jacks the body of the late parsons -whom had fatally overdosed from a drug and booze bender a day prior- from the airport. and shortly after that what ensues is a cringe-worthy combination of fiction and truth where the late parsons girlfriend, kaufman's girlfriend, parsons stone-faced father, and a gaggle of police officers and other pointless idiotic characters all try to beat the clock (so to speak) in trying to catch kaufman and his pal before they get the chance to torch parsons body! the film's incompetent direction, bad acting, and lame offbeat tone in general all sink this movie faster than the titanic. and not to mention the huge fact that this movie is not even halfway telling the truth of the actual events that took place. the accuracies that should have replaced the inaccuracies, as far as i've heard them, include: number 1., parsons was married at the time of his death and even had a child, so what the hell was that all about with the girlfriend's and the chasing and whatnot?, number 2., kaufman's drugged-out buddy was a known willing participant (unlike what the movie attempts to portray) in the disposing of parson's body, and finally number 3., gram parsons real-life father died when he was just a boy, and so it was parson's step-father (who could have honestly cared less about gram parsons when he was still alive) in real-life that took care of the body after it was torched! altogether though, what probably disturbs me the most about this movie is that the real phil kaufman was actually on set to help assist with the facts of the story. and yet still, the movie ended up becoming so untrue and so bad that it really boggles my mind, frankly! also as the mediocre aforementioned acting in the film is concerned it's lead character, played by the ultra-grating johnny knoxville (phil kaufman), is not only a bad actor but it actually seems as if he were asleep throughout most of the movie, and the rest of the pathetic cast are for the most part either hysterical, brain-dead, or seem utterly clueless as to what they're actually doing there in the first place! overall, if you like johnny knoxville and or really dig the so-bad-they're-not-even-good buddy flicks then i suppose you just might get a kick out of this movie! but, if you're like me and are a fan of the late gram parsons, enjoy films that attempt to tell the truth as much as they can especially if they're based on an actual real-life story, and or you just like good films, be-them road movies, or fictional slice-of-life stuff, you will truly loathe this film and advise others to do likewise. i obviously hated this movie and wished it had never been made in the first place, but since it was made i would have preferred it to have turned out differently than what it did, unfortunately! maybe some day the real facts of the story will come through and be made into a really great biopic on all of gram parsons life...not just what happened to his body after his spirit left it. but, until that time comes all we as an audience, and or fans of the late performer get is this sad waste of film and an all-around terrible memorial (of sorts) to the musical legacy that gram parsons was known to have left behind. it should also be noted that they did actually use parsons music, and a few others as well in the flick, but not surprisingly though, you never get to hear enough of it to really enjoy it even in the slightest bit. (turkey-zero stars)",0
"i think charlotte gainsbourg is one of the best performers in the world. i can't understand why some people say she's not. boring....??? maybe the one who said she's boring is because he/she is boring. she's a great actress and the movie was excellent. it has lots of wonderful ideas and very good performers. the direction was great. i imaging myself in the french environment with all the sophistication and perfume, flowers, churches, problems, etc. when she goes to the sister's shop is simply amazing. everything's great. we have a very good actress, wonderful, for long time. alain chabat and bernadette lafont are perfect. i like him more than in his next movie la science des rêves. and eric lartigau did a very good work. ana",1
"incredible. does it get any dumber than this? not a chance. the stupidity in this movie would shame even ed wood, de palma, and woo. if the first part in the series had mediocre dialog and the second one had bad dialog, then this one has cretinous dialog. amazing. but this time the story has been lowered to the level of the dialog, too. in spite of the acting and the dialog, i liked the first two films, but ""cube zero"" will surely kill the franchise. the utterly moronic plot so obviously stems from the pen of a frustrated left-winger. i sometimes wonder if such leftists even themselves realize just how anti-democracy and pro-dictatorship they are. in this movie they obviously target the us  a democracy. why don't they target korea, iran, syria, china, zimbabwe etc. in anti-military movies? sure, most of these places are hardly likely to produce a cube like this any time soon, but that's beside the point. it's obvious: writers of garbage like this actually admire these kinds of regimes, whether they are aware of it or not. i would even go as far as to say that anyone who adamantly attacks us foreign policies all the time, has anti-democratic beliefs in his core. back to the movie: apart from being so far-fetched that it isn't even funny any more, the film has many obvious illogicalities. for example, for some reason the two men who supervise the cube have done it for a while and are oblivious to the pain and sadism that the project entails, yet the first one than the other suddenly turn against the system! anyone who has any idea at all about human nature will see right through this idiocy. or how about that cretinous character, the one-eyed evil bureaucrat who talks as if he's in a bad mel brooks comedy. in fact, as soon as this creature appears the movie loses all seriousness and hence any chance of being exciting: it really does become a comedy.",0
"i had never heard of robert roy macgregor before ""rob roy"" came out, but the movie is definitely worth seeing. playing the title character, liam neeson brings the same spirit to the role that he brought to oskar schindler, and jessica lange also does a really good job as his wife mary. archibald cunningham (tim roth) is one person very likely to make your skin crawl. all in all, this comes out as good as ""braveheart"" (maybe even better). i laugh when i think of how hollywood released two movies almost back-to-back taking a swipe at england. very good. also starring john hurt, eric stoltz, brian cox and jason flemyng.",1
"rarely have i witnessed such a gratuitous waste of talent. there is almost nothing constructive to be said about this hopeless swamp of a film. what few interesting strands the film seems to promise initially turn out to be little more than red herrings. actors of stature - robert duvall, robert downey, jr. - are deployed in roles which go nowhere; a director of occasional genius produces a film which looks like it is filmed through a coffee-stained camera lens; a writer (john grisham) who has never produced anything of merit, discovers new depths of under-motivated incoherence. the film has a cheap, lecherous feel about it - but barely at the level of commentary - its really part of the aesthetic. normally, i come on to the imdb to write balanced, generally appreciative comments. this egregious disaster of a film just makes me want to produce an endless, bilious rant. i won't, but only because i no longer want to occupy my ""mind"" with this trash.",0
"this film is actually pertinent even today given the threat of bio-terrorism, and the threats of superbugs, west nile virus, and sars. as a thriller, the tension is fairly intense. richard widmark and paul douglas are more than serviceable in their roles. the domestic scenes between widmark and his wife provide a nice interlude to the main plot. the actor in this film who most left his mark is jack palance. his sharply defined features and seemingly easygoing exterior always wither way to reveal the avaricious and cruel man beneath the surface. the chase scene through the packing plant is impressive even today. recommended, 7/10.",1
"the last command (1928) is a silent film directed by josef von sternberg.it shows us czarist general, grand duke sergius alexander (emil jannings) in his days of glory.in 1917 he had all the power but after the revolution and the collapse of imperial russia he has nothing.he also had the love of a woman, natalie dabrova (evelyn brent).about ten years later he applies for a small part in a film about the revolution.his old enemy lev andreyev (william powell) is the director who gets to choose whether to hire him as a film extra or not.the last command is very good silent drama.emil jannings does memorable role work in the lead.evelyn brent is wonderful playing the woman lead.william powell is great as always.there are plenty of scenes to remember in this movie.like many scenes with jannings and brent.and then there is the ending with powell and jannings.this is a movie that touches in many parts.",1
"those who love the book jane eyre as i do (it's my all time favorite, and i re read it at least once a year) will love this version. timothy dalton is just a tad too good looking to be mr. rochester, but other than that, he does a marvelous job portraying the brooding master of thornfield. zelah clarke may have been just a little too old to play the 18 year old jane, but when i watch this movie, i don't think about the ages of the characters. the dialog from the film is taken almost verbatim from the book, which was very smart. sure, this film might seem a little long, but it's the only version i've seen that includes part 3 of the story. i wish the people who made this film had been involved in the newer zeferelli version, as it would have helped that mess of a film. i also realized the last time i watched this video that judy cornwell plays ""aunt reed""! she is so versatile that i didn't recognize her. she plays daisy in keeping up appearances, and also played mrs. musgrove in 1995's persuasion (another wonderful adaption). update: got the dvd this week, and it's marvelous to see the original unedited version. there's lots more at the beginning (young jane at gateshead and at lowood.) and at the end, they've restored lots of things, (i always wondered why st. john had a slip of paper when he reveals that he knows who jane is-- because the part where he tears it from her painting was edited out of the us vhs version!). rosamund oliver is in it...she was completely cut out of the vhs. as far as i could tell, they hadn't edited out any of timothy dalton's parts, so nothing new there, but it is great to see the whole miniseries in its entirety after all these years of enjoying the vhs. thanks, bbc (ps...i would have paid more for a special edition dvd...with maybe some interviews with the stars...or a making of show)",1
"the contaminated man is a good film that has a good cast which includes william hurt, natascha mcelhone, peter weller, katja woywood, michael brandon, nikolett barabas, hendrick haese, désirée nosbusch, arthur brauss, and christopher cazenove.the acting by all of these actors is very good. hurt and weller are really excellent in this film. i thought that they performed good. the thrills is really good and some of it is surprising. the movie is filmed very good. the music is good. the film is quite interesting and the movie really keeps you going until the end. this is a very good and thrilling film. if you like william hurt, natascha mcelhone, peter weller, katja woywood, michael brandon, nikolett barabas, hendrick haese, désirée nosbusch, arthur brauss, christopher cazenove, the rest of the cast in the film, actio, thrillers, dramas, and interesting films then i strongly recommend you to see this film today!",1
"cash (now played by khrystyne haje in for angelina jolie) has wandered to a post apocalypse wasteland (after her protector has died from old age, said protector was played by elias koteas, an actual decent actor) and now she finds that people wander through the rubble looking for cyborgs to trade for scrap metal and cash. she leads a group of burned out cyborgs (that includes william katt, evan lurie and a human scientist played by zach galligan) against bounty hunter richard lynch. malcolm mcdowell has two minutes of screen time as lynch's employer. cyborg 3 does manage to be better than the other two entries but it still is a largely dull feature. the problem this time is that the ideas with potential are never used well, the action sequences are routine and the name cast such as mcdowell, katt and galligan are given little to do. haje is indeed a whiny heroine and lynch is too over the top(as usual) and the film lacks the inspiration or ambition to be as fun-bad as it's hilarious predecessor. (the one with van damme, the second one is just dull.) also disappointing is the science fiction angle which almost aggressively resists any good idea it has. as an action flick this is routine and by the numbers b-movie stuff and it is competently made, that's the only thing positive i can say about it. *1/2 out of 4-(poor)",0
"i can't believe i waste my time watching this garbage! i did because leonard maltin gave it an ""aa"" rating, and for tv movies this is usually a reliable indicator of some quality entertainment. the acting was ok, but whoever wrote it should be forever denied access to any medium of communication. the plot is ludicrous, the motivations of the ""bad guys"" totally absent, and the various family interactions silly and shallow. for example, dad preaches that violent reaction to aggression is bad, but he turns out to be an ""admirable"" person not because of his ""ignore the idiots"" philosophy, but because he's pretty good with his fists... the only message i was able to glean from this pap was that the nuclear family is good and alternate living arrangements are bad. oh, and bad people happen to good people.",0
"the pros of this film are the astonishing fighting scenes - absolutely incredible sword-moves and martial art show off. a true john woo masterpiece. the story tends to be a bit week though, but it never overshadows the overwhelming display of acrobatic martial art action. if you are into martial art movies, you are going to love this one!",1
"the scarecrow was on of the funniest killers i have ever seen in the act! plus he's really bouncy most of the time he jumped around, which was awesome! also he had an excellent voice i mean it was just perfect for him. the story lines was excellent too. i like how the kids soul was transferred into scarecrow that was cool! plus he did have a reason for all that killing i mean after what those people did to him.....i would be angry too! scarecrows look was really good! his look gives that person an ""omg!"" reaction when they see him! which was great the stares he got were funny! those people were stupid, who would stare for that long! they should of glanced and ran for their lives...even though that wouldn't of made a difference!",1
"scream was wes craven's last decent thriller. since then there has been nothing but an unbearable streak of hollywood trash barely good enough for a blockbuster night, including the disappointment of the scream sequels. perhaps the genius and the craftsmanship devoted to the movie drained all the energy and creativity out of him, so that when it came time for supper, he had nothing to serve us but his own doo doo. finally, after who knows how many bad movies later, he gives us a delicious, ruthless, gripping, chilling suspense thriller with red eye. rachel mcadams once again delivers an enjoyable performance as she plays a hotel manager who has the unfortunate connection with an important political figure and regular at her hotel. then she meets jackson ripner (cillian murphy, batman beyond) at the airport, who she gets to know a little better after a delayed flight and a bay breeze. what she doesn't know is he already knows her. and he also knows her father, who she will never see again if she fails to cooperate and meet jackson's demands- to use her connections to set up her hotel regular for assassination. you're probably thinking this is nothing but your everyday thriller complete with predictability and chase scenes. although this is a good old fashioned thriller, that's the beauty of it. no special effects. no cheap make up. just classic suspense. you feel the desperation and regret with every decision mcadams is forced to make and you actually care for her as you cheer her on every move she makes to find an escape from her claustrophobic position. as always she delivers an entertaining and convincing performance. it's either her sweet face or her uncanny ability to sincerely cry, but you always seem to sympathize with her if her role demands it. cillian murphy on the other hand is naturally creepy looking, so even if the trailer didn't reveal it, his ultimate transition from charming stranger to merciless jackass isn't so surprising. perhaps it would have been more trippy to see a nice guy persona like toby maguire transforming into evil relentless madman. nevertheless, cillian murphy, after his true identity is established, played the role so solidly you'd really want him to die, or at least get his ass kicked. don't overlook this feature. there are plenty of chalkboard screeching moments and heart jumpers that will keep your eyes on the screen instead of your watch like you would at craven's recent pictures. if not for the you, do it for all the times you'll see your girlfriend, or boyfriend, or someone with popcorn jump and cling on to you. wes finally gets it right. aside from his trademark mastery in suspense, red eye is not without its humor as mcadams' replacement cynthia at the front desk fumbles to keep the hotel in order. it was a relief that red eye wasn't a disappointment. instead you'll get the pleasure of seeing mcadams deliver another incredibly talented performance, murphy look creepier by the minute, and craven craft a classic traditional thriller. a flight that was delayed and would have been the beginning of craven's renaissance had it arrived right after scream.",1
"brief encounter is a ghastly and pointless remake of the 1945 david lean classic, which was based on noel coward's play ""still life"". a doctor removes a particle of grit from a woman's eye at a railway station, he is in a miserable relationship, she is happily married social worker of italian ancestry. they meet by accident on another occasion, form an instant attraction and arrange to meet each other every wednesday. the pair fall in love, but after spending a few afternoons together they realise that they have no realistic chance of happiness and agree to part. coward's original one-act play concerned two ordinary people who fall in love. sophia loren and richard burton, two super stars and veterans of hollywood epics, are nobody's idea of 'ordinary people'. loren in particular is miscast - sophia loren in full make-up, looking like a million dollars, working as a part-time voluntary social worker at a citizen advice bureau just doesn't ring true. burton, looking haggard, with dyed hair, too much make-up and wearing platform shoes, doesn't come across as your average general practitioner. that said, you can't really blame them for having an affair after seeing their spouses. burton is married to a literary critic who spends her evenings penning poisonous reviews and who treats her husband with total contempt. loren's husband, jack hedley, potters around the house all day and is terminally boring: the most exciting thing he has ever done is nearly have an affair six years previous. their final scene together will induce nausea, (""you've been a long, long way away"", etc.). that great british jobbing actor, john lemesurier, has a three minute cameo as burton's friend, and appears to be slightly inebriated, speaking his lines in a barely audible voice. it's a sad and forgettable performance in a dismal, awful rehash of a cinema classic. avoid at all costs.",0
"a small town is attacked by a horde of bloodthirsty vampires. the only hope is a lone avenger and a group of ragtag survivors. released in 1993, ""darkness"" garnered something of a cult following upon release. it's easy to see why-it's loaded (and i mean freaking loaded) with gore, and it's energy and enthusiasm, like that found in other no-budget cult horror flicks like ""the dead next door"" and ""the children of ravensback"", is actually rather infectious. while that may be true, that's sadly not enough to save it. the film was shot on a super 8, so the image is grainy and dark, making things very difficult to see (it would have been great if it had obscured the protagonists dreadful mullet.) also grating is the soundtrack, made up of annoying casio keyboard and even more annoying death metal (seriously, what is it with these no budget horror flicks and bad death metal?) while one isn't expecting oscar worthy performances, the acting is still strictly amateur hour, as the actors sometimes seem almost confused instead of frightened or threatened. in the end, i'm sure fans of no-budget gorefests will love this. everyone else though, will wish there was a little more meat on the ribs.",0
"hilarious, evocative, confusing, brilliant film. reminds me of bunuel's l'age d'or or jodorowsky's holy mountain-- lots of strange characters mucking about and looking for..... what is it? i laughed almost the whole way through, all the while keeping a peripheral eye on the bewildered and occasionally horrified reactions of the audience that surrounded me in the theatre. entertaining through and through, from the beginning to the guts and poisoned entrails all the way to the end, if it was an end. i only wish i could remember every detail. it haunts me sometimes. honestly, though, i have only the most positive recollections of this film. as it doesn't seem to be available to take home and watch, i suppose i'll have to wait a few more years until crispin glover comes my way again with his big slide show (and subsequent ""what is it?"" screening)... i saw this film in atlanta almost directly after being involved in a rather devastating car crash, so i was slightly dazed at the time, which was perhaps a very good state of mind to watch the prophetic talking arthropods and the retards in the superhero costumes and godlike glover in his appropriate burly-q setting, scantily clad girlies rising out of the floor like a magnificent dadaist wet dream. is it a statement on life as we know it? of course everyone expects art to be just that. i rather think that the truth is more evident in the absences and in the negative space. what you don't tell us is what we must deduce, but is far more valid than the lies that other people feed us day in and day out. rather one ""what is it?"" than 5000 movies like ""titanic"" or ""sleepless in seattle"" (shudder, gag, groan). thank you, mr. glover (additionally a fun man to watch on screen or at his big slide show-- smart, funny, quirky, and outrageously hot). make more films, write more books, keep the nightmare alive.",1
"eric clapton, jack bruce and ginger baker re-unite to play all their songs from 35 years ago when they formed a trio called ""cream."" those were the psychedelic days of england and america and these guys looked it: all skinny, very long hair, wild clothes and loud music. they played a combination of rock and blues and it was, for the most part, good stuff. well, these guys are now 60-something years old and they can still sing and play at a high level as this wonderful dvd concert disc shows us. i was always extremely familiar with clapton, of course, who has never been out of the limelight, but i didn't know what to expect from bruce and baker, neither of whom i hadn't seen in decades. they surprised me. when he was young, baker was so gaunt he looked like a speed freak near death. now he looks healthy, in shape and his drum playing was solid. bruce looked a bit haggard but his voice is great, as good as ever and a pleasure to hear on these old songs. this is just excellent material and performing from guys who know what they're doing. some people criticized this show for being low-key. i don't agree with that. i have no complaints. the concert sounded very good. the second song, ""spoonful,"" was outstanding, the highlight of the concert for me. highly recommended.",1
"first i was caught totally off guard by the film's initial lyricism and then i became totally enchanted with the unfolding story and engrossed with the brilliant directing. the characters were all fully developed, not bigger-than-life but just like the people we live among anywhere we are in the world, in sweden, in turkey or in america, all completely believable human beings with foibles and nobility. hollywood could learn so much from this beautiful film. it shows that there is no need to go into every little detail behind every action to bring out the whole theme clear and bright, and that shows the brilliance of the director! hearfelt thanks to kay pollak and the wonderful cast for this superb treat!!",1
"i watched like 8 or 9 herzog movies and none of them had any impact on me. i watched several documentaries about him. he is obviously an intelligent man, with great knowledge about films and passion for making them, but does this makes him a good director. definitely no! a complete anti-talent. he can make a good documentary because of previously mentioned traits, but a film with actors  never! he can't direct nor write. his screenplays are full of badly thought out situations, and many situations/dialogues in his movies are so childishly and badly done that they cannot be hidden behind the word ""art"" in any sense. no way. not to mention the unskillful direction, so amateurish-like. to say that he wants to direct like that and write crap like that is a lie. like the scene when scheitz gets arrested and storszek hides in the back of the store. who is he kidding? he is a cheater; he knows what fake intellectuals and critics want. he knows what elements he needs to put in the script to get your their attention and empty praising. never mind the rest of the script and sloppy direction. just look at julio medem. if herzog can make a movie like medem can, then i might re-check his old movies and try to find talent in them.",0
"full disclosure: i'm a cynic. i like my endings sad and my hankies dry. i didn't cry when bambi's mother was shot. will smith's new film happiness looks like a desperate plea for an oscar. basically i was born without an artistic soul. so why on earth did i like ""10 items or less?"" maybe it was the double espresso i downed before the show. or (more likely) maybe it was that even the most hardboiled of movie fans could use an occasional shot of sweetness. and sweet it is. from the moment ""him"" meets ""scarlet"" (an event far from a nora ephron ""meet cute"") the view is taken on an intimate journey with two strangers learning to care about where their lives are headed. (aided beautifully by phedon papamichael's cinema verity style camera work.) the main argument about the film is that it's too far fetched. is the film far fetched? i don't know. you tell me. i've yet to meet adrian brody at the market. (however, not for lack of trying). do i enjoy considering the adventures that might occur should this momentous event take place? darn straight i do . . .that's where most reviews of ""10 items or less"" fall short . . .they fail to take into account that even we cynics have fantasies. and heck, sometimes, it's worth the price of admission to vicariously live them, 82 minutes at a time.",1
"philip. k. dickian movie. and a decent one for that matter. better than the paycheck (woo) and that abomination called minority report (spielberg). but lets face it, the twisting and cheesing ending was a bit too much for me. half way through the movie i already started to fear about such kind of ending, and i was regrettably right. but that does not mean that the film is not worth its time. no, not at all. first half (as already many here have commented) is awesome. there are some parts where you start to doubt whether the director intended to convey the message that showmanship is highly important thing in the future (we will do such kind on corny sf things because we can) or is it simply over combining. but the paranoia is there and feeling ""out of joint"" also. good one.",0
"please, future writers, producers, directors - learn from this movie! never before have i seen such a bold and original tale created for the big movie screen. bold, because the script constantly made a step so many fantasy movies safely avoided - a step to something new, creative and daring. just when you think 'oh, i've seen this before' or 'i am sure this is what will happen now' - stardust would make an unexpected twist and involve you more and more into the story. the actors are great - even the smallest part is performed with such talent it fills me with awe for the creators of this movie. robert de niro is gorgeous and performs with such energy that he simply steals the show in each scene he's in. michelle pfeiffer is the perfect witch, and claire danes a wonderful choice for the innocent and loving 'star', yvaine. other big names make outstanding roles. i had the filling everyone is trying to give his best for this movie. but once again, the story by neil gaiman, all the little things he 'invented' for this universe - simply outstanding. i watched this movie at a pre-screening today, a day before the official release, and do hope it will have huge success. there is so much humor, but also tense moments as well as lovely tender scenes. the look in the eyes of yvaine, the 'frivolities' of captain shakespeare, the passion of lamia the witch - impressive, unforgettable for me this is the number one entertaining movie of 2007, watch it and enjoy it 11/10 - outstanding peace and love",1
