text,label
"If you're a fan of the late Gram Parsons then this movie is definitely going to divide you! Part comedy, part road movie, but mostly a bad fictionalization of one of rock history's oddest tales.<br /><br />SPOILERS-- <br /><br />Basically the story concerns a well-known roadie named Phil Kaufman (played by Johnny Knoxville) who ""supposedly"" made a pact with cult rock/country/folk music hero Gram Parsons that stated when one of them died first (it didn't matter which one it was) that the other living one was to take the deceased out to the desert, Joshua Tree National Park in California to be exact, and set the body ablaze...so as to free the spirit and become one with the earth, and so on! Sure to keep his word the barely sober Kaufman, with the assistance of a self-hating, pot-headed buddy, jacks the body of the late Parsons -whom had fatally overdosed from a drug and booze bender a day prior- from the airport. And shortly after that what ensues is a cringe-worthy combination of fiction and truth where the late Parsons girlfriend, Kaufman's girlfriend, Parsons stone-faced father, and a gaggle of police officers and other pointless idiotic characters all try to beat the clock (so to speak) in trying to catch Kaufman and his pal before they get the chance to torch Parsons body! <br /><br />The film's incompetent direction, bad acting, and lame offbeat tone in general all sink this movie faster than the Titanic. And not to mention the huge fact that this movie is not even halfway telling the truth of the actual events that took place. The accuracies that should have replaced the inaccuracies, as far as I've heard them, include: number 1., Parsons was married at the time of his death and even had a child, so what the hell was that all about with the girlfriend's and the chasing and whatnot?, number 2., Kaufman's drugged-out buddy was a known willing participant (unlike what the movie attempts to portray) in the disposing of Parson's body, and finally number 3., Gram Parsons real-life father died when he was just a boy, and so it was Parson's step-father (who could have honestly cared less about Gram Parsons when he was still alive) in real-life that took care of the body after it was torched! Altogether though, what probably disturbs me the most about this movie is that the real Phil Kaufman was actually on set to help assist with the facts of the story. And yet still, the movie ended up becoming so untrue and so bad that it really boggles my mind, frankly! <br /><br />Also as the mediocre aforementioned acting in the film is concerned it's lead character, played by the ultra-grating Johnny Knoxville (Phil Kaufman), is not only a bad actor but it actually seems as if he were asleep throughout most of the movie, and the rest of the pathetic cast are for the most part either hysterical, brain-dead, or seem utterly clueless as to what they're actually doing there in the first place! Overall, if you like Johnny Knoxville and or really dig the so-bad-they're-not-even-good buddy flicks then I suppose you just might get a kick out of this movie! But, if you're like me and are a fan of the late Gram Parsons, enjoy films that attempt to tell the truth as much as they can especially if they're based on an actual real-life story, and or you just like good films, be-them road movies, or fictional slice-of-life stuff, you will truly loathe this film and advise others to do likewise. I obviously hated this movie and wished it had never been made in the first place, but since it was made I would have preferred it to have turned out differently than what it did, unfortunately! Maybe some day the real facts of the story will come through and be made into a really great biopic on all of Gram Parsons life...not just what happened to his body after his spirit left it. But, until that time comes all we as an audience, and or fans of the late performer get is this sad waste of film and an all-around terrible memorial (of sorts) to the musical legacy that Gram Parsons was known to have left behind. It should also be noted that they did actually use Parsons music, and a few others as well in the flick, but not surprisingly though, you never get to hear enough of it to really enjoy it even in the slightest bit. (Turkey-Zero Stars)",0
"I think Charlotte Gainsbourg is one of the best performers in the world. I can't understand why some people say she's not. Boring....??? Maybe the one who said she's boring is because he/she is boring. She's a great actress and the movie was excellent. It has lots of wonderful ideas and very good performers. The direction was great. I imaging myself in the French environment with all the sophistication and perfume, flowers, churches, problems, etc. When she goes to the sister's shop is simply amazing. Everything's great. We have a very good actress, wonderful, for long time. Alain Chabat and Bernadette Lafont are perfect. I like him more than in his next movie LA SCIENCE DES RÊVES. And Eric Lartigau did a very good work.<br /><br />Ana",1
"Incredible. Does it get any dumber than this? Not a chance. The stupidity in this movie would shame even Ed Wood, De Palma, and Woo. If the first part in the series had mediocre dialog and the second one had bad dialog, then this one has cretinous dialog. Amazing. But this time the story has been lowered to the level of the dialog, too. In spite of the acting and the dialog, I liked the first two films, but ""Cube Zero"" will surely kill the franchise. The utterly moronic plot so obviously stems from the pen of a frustrated left-winger.<br /><br />I sometimes wonder if such leftists even themselves realize just how anti-democracy and pro-dictatorship they are. In this movie they obviously target the US  a democracy. Why don't they target Korea, Iran, Syria, China, Zimbabwe etc. in anti-military movies? Sure, most of these places are hardly likely to produce a cube like this any time soon, but that's beside the point. It's obvious: writers of garbage like this actually admire these kinds of regimes, whether they are aware of it or not. I would even go as far as to say that ANYONE who adamantly attacks US foreign policies all the time, has anti-democratic beliefs in his core.<br /><br />Back to the movie: apart from being so far-fetched that it isn't even funny any more, the film has many obvious illogicalities. For example, for some reason the two men who supervise the cube have done it for a while and are oblivious to the pain and sadism that the project entails, yet the first one than the other suddenly turn against the system! Anyone who has any idea at all about human nature will see right through this idiocy. Or how about that cretinous character, the one-eyed evil bureaucrat who talks as if he's in a bad Mel Brooks comedy. In fact, as soon as this creature appears the movie loses ALL seriousness and hence any chance of being exciting: it really does become a comedy.",0
"I had never heard of Robert Roy MacGregor before ""Rob Roy"" came out, but the movie is definitely worth seeing. Playing the title character, Liam Neeson brings the same spirit to the role that he brought to Oskar Schindler, and Jessica Lange also does a really good job as his wife Mary. Archibald Cunningham (Tim Roth) is one person very likely to make your skin crawl.<br /><br />All in all, this comes out as good as ""Braveheart"" (maybe even better). I laugh when I think of how Hollywood released two movies almost back-to-back taking a swipe at England. Very good. Also starring John Hurt, Eric Stoltz, Brian Cox and Jason Flemyng.",1
"Rarely have I witnessed such a gratuitous waste of talent. There is almost nothing constructive to be said about this hopeless swamp of a film. What few interesting strands the film seems to promise initially turn out to be little more than red herrings. Actors of stature - Robert Duvall, Robert Downey, Jr. - are deployed in roles which go nowhere; a director of occasional genius produces a film which looks like it is filmed through a coffee-stained camera lens; a writer (John Grisham) who has never produced anything of merit, discovers new depths of under-motivated incoherence. The film has a cheap, lecherous feel about it - but barely at the level of commentary - its really part of the aesthetic. Normally, I come on to the IMDb to write balanced, generally appreciative comments. This egregious disaster of a film just makes me want to produce an endless, bilious rant. I won't, but only because I no longer want to occupy my ""mind"" with this trash.",0
"This film is actually pertinent even today given the threat of bio-terrorism, and the threats of superbugs, West Nile Virus, and SARS. As a thriller, the tension is fairly intense. Richard Widmark and Paul Douglas are more than serviceable in their roles. The domestic scenes between Widmark and his wife provide a nice interlude to the main plot. The actor in this film who most left his mark is Jack Palance. His sharply defined features and seemingly easygoing exterior always wither way to reveal the avaricious and cruel man beneath the surface. The chase scene through the packing plant is impressive even today. Recommended, 7/10.",1
"The Last Command (1928) is a silent film directed by Josef von Sternberg.It shows us Czarist General, Grand Duke Sergius Alexander (Emil Jannings) in his days of glory.In 1917 he had all the power but after the revolution and the collapse of Imperial Russia he has nothing.He also had the love of a woman, Natalie Dabrova (Evelyn Brent).About ten years later he applies for a small part in a film about the revolution.His old enemy Lev Andreyev (William Powell) is the director who gets to choose whether to hire him as a film extra or not.The Last Command is very good silent drama.Emil Jannings does memorable role work in the lead.Evelyn Brent is wonderful playing the woman lead.William Powell is great as always.There are plenty of scenes to remember in this movie.Like many scenes with Jannings and Brent.And then there is the ending with Powell and Jannings.This is a movie that touches in many parts.",1
"Those who love the book Jane Eyre as I do (it's my all time favorite, and I re read it at least once a year) will love this version. Timothy Dalton is just a tad too good looking to be Mr. Rochester, but other than that, he does a marvelous job portraying the brooding master of Thornfield. Zelah Clarke may have been just a little too old to play the 18 year old Jane, but when I watch this movie, I don't think about the ages of the characters. The dialog from the film is taken almost verbatim from the book, which was very smart. Sure, this film might seem a little long, but it's the only version I've seen that includes part 3 of the story.<br /><br />I wish the people who made this film had been involved in the newer Zeferelli version, as it would have helped that mess of a film.<br /><br />I also realized the last time I watched this video that Judy Cornwell plays ""Aunt Reed""! She is so versatile that I didn't recognize her. She plays Daisy in Keeping up Appearances, and also played Mrs. Musgrove in 1995's Persuasion (another wonderful adaption).<br /><br />UPDATE: Got the DVD this week, and it's marvelous to see the original unedited version. There's lots more at the beginning (Young Jane at Gateshead and at Lowood.) And at the end, they've restored lots of things, (I always wondered why St. John had a slip of paper when he reveals that he knows who Jane is-- because the part where he tears it from her painting was edited out of the US VHS version!). Rosamund Oliver is in it...she was completely cut out of the VHS. As far as I could tell, they hadn't edited out any of Timothy Dalton's parts, so nothing new there, but it is great to see the whole miniseries in its entirety after all these years of enjoying the VHS. Thanks, BBC (PS...I would have paid more for a special edition DVD...with maybe some interviews with the stars...or a making of show)",1
"The Contaminated Man is a good film that has a good cast which includes William Hurt, Natascha McElhone, Peter Weller, Katja Woywood, Michael Brandon, Nikolett Barabas, Hendrick Haese, Désirée Nosbusch, Arthur Brauss, and Christopher Cazenove.The acting by all of these actors is very good. Hurt and Weller are really excellent in this film. I thought that they performed good. The thrills is really good and some of it is surprising. The movie is filmed very good. The music is good. The film is quite interesting and the movie really keeps you going until the end. This is a very good and thrilling film. If you like William Hurt, Natascha McElhone, Peter Weller, Katja Woywood, Michael Brandon, Nikolett Barabas, Hendrick Haese, Désirée Nosbusch, Arthur Brauss, Christopher Cazenove, the rest of the cast in the film, Actio, Thrillers, Dramas, and interesting films then I strongly recommend you to see this film today!",1
"Cash (Now played by Khrystyne Haje in for Angelina Jolie) has wandered to a post apocalypse wasteland (after her protector has died from old age, said protector was played by Elias Koteas, an actual decent actor) and now she finds that people wander through the rubble looking for cyborgs to trade for scrap metal and cash. She leads a group of burned out cyborgs (That includes William Katt, Evan Lurie and a human scientist played by Zach Galligan) against bounty hunter Richard Lynch. Malcolm McDowell has two minutes of screen time as Lynch's employer. Cyborg 3 does manage to be better than the other two entries but it still is a largely dull feature. The problem this time is that the ideas with potential are never used well, the action sequences are routine and the name cast such as McDowell, Katt and Galligan are given little to do. Haje is indeed a whiny heroine and Lynch is too over the top(as usual) and the film lacks the inspiration or ambition to be as fun-bad as it's hilarious predecessor. (The one with Van Damme, the second one is just dull.) Also disappointing is the science fiction angle which almost aggressively resists any good idea it has. As an action flick this is routine and by the numbers B-movie stuff and it is competently made, that's the only thing positive I can say about it.<br /><br />*1/2 out of 4-(Poor)",0
"I can't believe I waste my time watching this garbage! I did because Leonard Maltin gave it an ""AA"" rating, and for TV movies this is usually a reliable indicator of some quality entertainment.<br /><br />The acting was OK, but whoever wrote it should be forever denied access to any medium of communication. The plot is ludicrous, the motivations of the ""bad guys"" totally absent, and the various family interactions silly and shallow. For example, Dad preaches that violent reaction to aggression is BAD, but he turns out to be an ""admirable"" person NOT because of his ""ignore the idiots"" philosophy, but because he's pretty good with his fists...<br /><br />The ONLY message I was able to glean from this pap was that the nuclear family is Good and alternate living arrangements are Bad. Oh, and Bad people happen to Good people.",0
"The pros of this film are the astonishing fighting scenes - absolutely incredible sword-moves and martial art show off. A true John Woo masterpiece. The story tends to be a bit week though, but it never overshadows the overwhelming display of acrobatic martial art action. If you are into martial art movies, you are going to LOVE this one!",1
"The ScareCrow was on of the funniest Killers I have ever seen in the act! Plus he's really bouncy most of the time he jumped around, which was awesome! Also he had an excellent voice I mean it was just perfect for him. The story lines was excellent too. I like how the kids soul was transferred into ScareCrow that was cool! Plus he did have a reason for all that killing I mean after what those people did to him.....I would be angry too! ScareCrows look was really good! his look gives that person an ""OMG!"" reaction when they see him! Which was great the stares he got were funny! Those people were stupid, who would stare for that long! They should of glanced and ran for their lives...even though that wouldn't of made a difference!",1
"Scream was Wes Craven's last decent thriller. Since then there has been nothing but an unbearable streak of Hollywood trash barely good enough for a blockbuster night, including the disappointment of the Scream sequels. Perhaps the genius and the craftsmanship devoted to the movie drained all the energy and creativity out of him, so that when it came time for supper, he had nothing to serve us but his own doo doo. Finally, after who knows how many bad movies later, he gives us a delicious, ruthless, gripping, chilling suspense thriller with Red Eye.<br /><br />Rachel McAdams once again delivers an enjoyable performance as she plays a hotel manager who has the unfortunate connection with an important political figure and regular at her hotel. Then she meets Jackson Ripner (Cillian Murphy, Batman Beyond) at the airport, who she gets to know a little better after a delayed flight and a bay breeze. What she doesn't know is he already knows her. And he also knows her father, who she will never see again if she fails to cooperate and meet Jackson's demands- to use her connections to set up her hotel regular for assassination.<br /><br />You're probably thinking this is nothing but your everyday thriller complete with predictability and chase scenes. Although this is a good old fashioned thriller, that's the beauty of it. No special effects. No cheap make up. Just classic suspense. You feel the desperation and regret with every decision McAdams is forced to make and you actually care for her as you cheer her on every move she makes to find an escape from her claustrophobic position.<br /><br />As always she delivers an entertaining and convincing performance. It's either her sweet face or her uncanny ability to sincerely cry, but you always seem to sympathize with her if her role demands it. Cillian Murphy on the other hand is naturally creepy looking, so even if the trailer didn't reveal it, his ultimate transition from charming stranger to merciless jackass isn't so surprising. Perhaps it would have been more trippy to see a nice guy persona like Toby Maguire transforming into evil relentless madman. Nevertheless, Cillian Murphy, after his true identity is established, played the role so solidly you'd really want him to die, or at least get his ass kicked.<br /><br />Don't overlook this feature. There are plenty of chalkboard screeching moments and heart jumpers that will keep your eyes on the screen instead of your watch like you would at Craven's recent pictures. If not for the you, do it for all the times you'll see your girlfriend, or boyfriend, or someone with popcorn jump and cling on to you. Wes finally gets it right. Aside from his trademark mastery in suspense, Red Eye is not without its humor as McAdams' replacement Cynthia at the front desk fumbles to keep the hotel in order. It was a relief that Red Eye wasn't a disappointment. Instead you'll get the pleasure of seeing McAdams deliver another incredibly talented performance, Murphy look creepier by the minute, and Craven craft a classic traditional thriller. A flight that was delayed and would have been the beginning of Craven's renaissance had it arrived right after Scream.",1
"BRIEF ENCOUNTER is a ghastly and pointless remake of the 1945 David Lean classic, which was based on Noel Coward's play ""Still Life"". A doctor removes a particle of grit from a woman's eye at a railway station, he is in a miserable relationship, she is happily married social worker of Italian ancestry. They meet by accident on another occasion, form an instant attraction and arrange to meet each other every Wednesday. The pair fall in love, but after spending a few afternoons together they realise that they have no realistic chance of happiness and agree to part. Coward's original one-act play concerned two ordinary people who fall in love. Sophia Loren and Richard Burton, two Super Stars and veterans of Hollywood Epics, are nobody's idea of 'ordinary people'. Loren in particular is miscast - Sophia Loren in full make-up, looking like a million dollars, working as a part-time voluntary social worker at a Citizen Advice Bureau just doesn't ring true. Burton, looking haggard, with dyed hair, too much make-up and wearing platform shoes, doesn't come across as your average General Practitioner. That said, you can't really blame them for having an affair after seeing their spouses. Burton is married to a literary critic who spends her evenings penning poisonous reviews and who treats her husband with total contempt. Loren's husband, Jack Hedley, potters around the house all day and is terminally boring: the most exciting thing he has ever done is nearly have an affair six years previous. Their final scene together will induce nausea, (""You've been a long, long way away"", etc.). That great British jobbing actor, John LeMesurier, has a three minute cameo as Burton's friend, and appears to be slightly inebriated, speaking his lines in a barely audible voice. It's a sad and forgettable performance in a dismal, awful rehash of a cinema classic. Avoid at all costs.",0
"A small town is attacked by a horde of bloodthirsty vampires. The only hope is a lone avenger and a group of ragtag survivors.<br /><br />Released in 1993, ""Darkness"" garnered something of a cult following upon release. It's easy to see why-it's loaded (and I mean freaking loaded) with gore, and it's energy and enthusiasm, like that found in other no-budget cult horror flicks like ""The Dead Next Door"" and ""The Children of Ravensback"", is actually rather infectious.<br /><br />While that may be true, that's sadly not enough to save it. The film was shot on a Super 8, so the image is grainy and dark, making things very difficult to see (it would have been great if it had obscured the protagonists dreadful mullet.) Also grating is the soundtrack, made up of annoying Casio Keyboard and even more annoying Death Metal (seriously, what is it with these no budget horror flicks and bad Death Metal?) While one isn't expecting Oscar worthy performances, the acting is still strictly amateur hour, as the actors sometimes seem almost confused instead of frightened or threatened.<br /><br />In the end, I'm sure fans of no-budget gorefests will love this. Everyone else though, will wish there was a little more meat on the ribs.",0
"Hilarious, evocative, confusing, brilliant film. Reminds me of Bunuel's L'Age D'Or or Jodorowsky's Holy Mountain-- lots of strange characters mucking about and looking for..... what is it? I laughed almost the whole way through, all the while keeping a peripheral eye on the bewildered and occasionally horrified reactions of the audience that surrounded me in the theatre. Entertaining through and through, from the beginning to the guts and poisoned entrails all the way to the end, if it was an end. I only wish i could remember every detail. It haunts me sometimes.<br /><br />Honestly, though, i have only the most positive recollections of this film. As it doesn't seem to be available to take home and watch, i suppose i'll have to wait a few more years until Crispin Glover comes my way again with his Big Slide Show (and subsequent ""What is it?"" screening)... I saw this film in Atlanta almost directly after being involved in a rather devastating car crash, so i was slightly dazed at the time, which was perhaps a very good state of mind to watch the prophetic talking arthropods and the retards in the superhero costumes and godlike Glover in his appropriate burly-Q setting, scantily clad girlies rising out of the floor like a magnificent DADAist wet dream.<br /><br />Is it a statement on Life As We Know It? Of course everyone EXPECTS art to be just that. I rather think that the truth is more evident in the absences and in the negative space. What you don't tell us is what we must deduce, but is far more valid than the lies that other people feed us day in and day out. Rather one ""WHAT IS IT?"" than 5000 movies like ""Titanic"" or ""Sleepless in Seattle"" (shudder, gag, groan).<br /><br />Thank you, Mr. Glover (additionally a fun man to watch on screen or at his Big Slide Show-- smart, funny, quirky, and outrageously hot). Make more films, write more books, keep the nightmare alive.",1
"Eric Clapton, Jack Bruce and Ginger Baker re-unite to play all their songs from 35 years ago when they formed a trio called ""Cream."" Those were the psychedelic days of England and America and these guys looked it: all skinny, very long hair, wild clothes and loud music. They played a combination of rock and blues and it was, for the most part, good stuff.<br /><br />Well, these guys are now 60-something years old and they can still sing and play at a high level as this wonderful DVD concert disc shows us. I was always extremely familiar with Clapton, of course, who has never been out of the limelight, but I didn't know what to expect from Bruce and Baker, neither of whom I hadn't seen in decades. They surprised me. When he was young, Baker was so gaunt he looked like a speed freak near death. Now he looks healthy, in shape and his drum playing was solid. Bruce looked a bit haggard but his voice is great, as good as ever and a pleasure to hear on these old songs. This is just excellent material and performing from guys who know what they're doing.<br /><br />Some people criticized this show for being low-key. I don't agree with that. I have no complaints. The concert sounded very good. The second song, ""Spoonful,"" was outstanding, the highlight of the concert for me.<br /><br />Highly recommended.",1
"First I was caught totally off guard by the film's initial lyricism and then I became totally enchanted with the unfolding story and engrossed with the brilliant directing. The characters were all fully developed, not bigger-than-life but just like the people we live among anywhere we are in the world, in Sweden, in Turkey or in America, all completely believable human beings with foibles and nobility. Hollywood could learn so much from this beautiful film. It shows that there is no need to go into every little detail behind every action to bring out the whole theme clear and bright, and that shows the brilliance of the director! Hearfelt thanks to Kay Pollak and the wonderful cast for this superb treat!!",1
"I watched like 8 or 9 Herzog movies and none of them had any impact on me.<br /><br />I watched several documentaries about him. He is obviously an intelligent man, with great knowledge about films and passion for making them, but does this makes him a good director. Definitely NO! A complete anti-talent. He can make a good documentary because of previously mentioned traits, but a film with actors  never!<br /><br />He can't direct nor write. His screenplays are full of badly thought out situations, and many situations/dialogues in his movies are so childishly and badly done that they cannot be hidden behind the word ""art"" in any sense. No way. Not to mention the unskillful direction, so amateurish-like. To say that he wants to direct like that and write crap like that is a lie.<br /><br />Like the scene when Scheitz gets arrested and Storszek hides in the back of the store. WHO IS HE KIDDING?<br /><br />He is a cheater; he knows what fake intellectuals and critics want. He knows what elements he needs to put in the script to get your their attention and empty praising. Never mind the rest of the script and sloppy direction.<br /><br />Just look at Julio Medem. If Herzog can make a movie like Medem can, then I might re-check his old movies and try to find talent in them.",0
